Name,GameGrin,Wired UK,Vgames,CD-Action,PLAY! Zine,Nintendo Force Magazine,App Trigger,RPGamer,LEVEL (Czech Republic),Vooks,Post Arcade (National Post),GameOver.gr,GameSpew,Games.cz,GRYOnline.pl,Universo Nintendo,Impulsegamer,GameCritics,Nintendo Enthusiast,Twinfinite,TrueGaming,ZTGD,Areajugones,Critical Hit,Pocket Gamer UK,Digitally Downloaded,New York Daily News,M3,The Sydney Morning Herald,Let's Play Video Games,Digital Spy,Cubed3,Atomix,Forbes,DualShockers,Yahoo!,Cheat Code Central,The Daily Dot,Trusted Reviews,GamesBeat,COGconnected,The Digital Fix,Telegraph,IBTimes UK,Digital Chumps,SpazioGames,Meristation,Game Revolution,USgamer,Game Rant,GamingTrend,Giant Bomb,Guardian,Game Informer,Polygon,GamesRadar+,RPG Site,Nintendo Life,3DJuegos,FNintendo,Gamer.nl,GameSpot,God is a Geek,IGN,Metro GameCentral,Stevivor,Time,Attack of the Fanboy,Destructoid,Edge Magazine,GameCrate,LevelUp,Wccftech,XGN,The Games Machine,IGN Spain,Hobby Consolas,Multiplayer.it,Games Master UK,Switch Player,RPG Fan,IGN Italia,NintendoWorldReport,NZGamer,JeuxActu,EGM,CGMagazine,Vandal,GamePro Germany,Game World Navigator Magazine,InsideGamer.nl,4Players.de,games(TM),DarkStation,Hardcore Gamer,Arcade Sushi,Washington Post,VideoGamer,Everyeye.it,Shacknews,Gameblog.fr,Easy Allies,TheSixthAxis,We Got This Covered,Eurogamer Italy,New Game Network,The Jimquisition,Gamer.no,Slant Magazine,Ars Technica,Eurogamer,Glixel,Kotaku,Mashable,The Verge,Vice,Wired,IGN Japan,FANDOM,Gameplanet,DarkZero,Gaming Age,GameSpace,AusGamers,Game Over Online,Power Unlimited,Merlin'in Kazanı (Turkey),Riot Pixels,Video Chums,Metro Montreal,Toronto Sun,Worth Playing,Digital Trends,CNET,The A.V. Club,Tired Old Hack,VG247,PC Games,SECTOR.sk,Nintenduo,Shindig,But Why Tho?,Noisy Pixel,The Mako Reactor,Pure Nintendo,Nintendojo,Gamezebo,Nintendo Insider,NME,TouchArcade,Nintenderos,Starbit,Pocket Tactics,Movies Games and Tech,VGC,Comicbook.com,GGRecon,PCMag,Dexerto,Eurogamer Germany,Gamereactor Finland,Gamereactor Spain,Screen Rant,GAMINGbible,Checkpoint Gaming,INVEN,Press Start Australia,Siliconera,TierraGamer,My Nintendo News,GameSkinny,GAMES.CH,Gamereactor UK,GamingBolt,IGN Adria,Jeuxvideo.com,TheGamer,WellPlayed,Gfinity,Player 2,Ninty Fresh Magazine,BaziCenter,Hey Poor Player,GameMAG,Daily Star,Cultured Vultures,Finger Guns,The Escapist,Gamersky,PlayGround.ru,Variety,The Indie Game Website,Gaming Nexus,Malditos Nerds,Carole Quintaine,MGG,MMORPG.com,British GQ,KeenGamer,Tech-Gaming,IGN Portugal,iMore,MGG Spain,Het Nieuwsblad,Launcher (The Washington Post),GameByte,IGN France,Softpedia,GamesHub,The Enemy,Oyungezer,Gamepressure,The Independent,GamersRD,Inverse,PlaySense,The Loadout,Gamers Heroes,IndieWire,Gamer Escape,NPR,Quarter to Three,Gamers' Temple,The So Videogames Podcast,T3,IGN Brasil,Buried Treasure,Gamereactor Sweden,Gamereactor Norway,Gamereactor Denmark,Eurogamer Poland,Strategy Gamer,UploadVR
super-meat-boy-forever,,,,,,55.0,60.0,,,,,,,,,,,40.0,,,80.0,,,,,,,,,,,,,,,,,,,,76.0,80,,,,,80,70.0,,,55.0,,40,,,,,70,,,50,,60,,40,,,,,,70,,,,,,,,,70.0,,,60,,,,80.0,78,,,,63,,,,,,,65,80,60.0,,70,,70,,,,,,,,,,,,,,,,,100.0,,,,,,,71.0,,,,,,,,,,,,80.0,,85.0,,90.0,,,70,,,80,70.0,,,,,,,,,,,40,,,,,80.0,,,,,,,,65.0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crystar,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,70,,,,,65,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,65.0,70.0,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
night-call,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infinite-minigolf,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,70,,70.0,,,,,,,,,65,,,,,,,,,,,80.0,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
galgun-double-peace,,,,,,,75.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,70.0,,70.0,,,,,60.0,,,,70.0,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beautiful-desolation,,,,,,,,,,70,,,,,,70.0,70.0,,,,,,,,,,,,,,,70.0,,,,,,,,,70.0,,,,,,,,,,,,,,,,,40,,,,,70,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fallen-legion-rise-to-glory,,,,,,,,,,,,,,,,70.0,,,,,,,80,,,,,,,,,40.0,,,,,,,,,,,,,,,60,,,,,,,,,,,60,,,,,80,,,,,,,,,,,,,,,,,,60,,75,,,,,,,,,,,,,,,,65,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fairy-fencer-f-advent-dark-force,,,,,,,,,,,,,,,,,,,,60,,,,,,70.0,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,60,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutant-football-league-dynasty-edition,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,80.0,,,,,,,,,,50,,,,,,,,,,,60,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,70.0,,,,,,,,,,,,,,,,,,,,,,,58.0,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
code-of-princess-ex,,,,,,,,,,,,,50.0,,,,,,40.0,,,,,,,80.0,,,,,,50.0,,,55,,,,60,,60.0,,,,,,,,,,75.0,,,,,,,70,,60.0,,,,,,,,,85,,,,,,74,,,,,50.0,,,85,,,,,,,,,,,60.0,70.0,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,60,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-stillness-of-the-wind,,,,,,,,,,50,,,,,,,60.0,,,,,,,,,90.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tiny-metal,,,,,,,,,,,,,,,,,,,,,,,,,80.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,70,,,,,,,50,,,,,,,,,,,80.0,,,75,,,,,,,,,,,,,,,,,,50.0,,60,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wonder-boy-asha-in-monster-world,,,,,70.0,75.0,,,,,,,,,,85.0,70.0,60.0,55.0,,60.0,,,,,,,,,,,60.0,,,,,,,,,77.0,,,,50.0,70,,,,,,,,,,,,80,...,,,,,50,60,,,,,,,,,,,,,,,50.0,,70.0,70,,,,70.0,75,,,,,,,80.0,,,70,65,,50.0,,,,,,,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,70.0,,65.0,90.0,,,,,80.0,75,80.0,,,,,,,,,,,70,,,,,50.0,,,70.0,,,,,70.0,,,,42.0,,,,,60,,,,,,,,70.0,70.0,,,,,60.0,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,
the-smurfs-mission-vileaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,75,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,60.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mr-shifty,,,,,,75.0,,,,80,,,,,,,,80.0,65.0,,,,,65.0,70.0,,,,,,,80.0,,,,,,,,,,,,,,,70,,,,,,,50,,,,50,,60.0,,80,75,62,50,,,,,,,,,,,,79,,,80.0,,,75,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,...,,...,,,,,,,,,75.0,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-outer-worlds,,,,,40.0,80.0,,,60.0,70,,,70.0,,,,60.0,,85.0,,,,50,65.0,,,,,,,,60.0,,,,,,,60,,52.0,90,,,,83,,70.0,,,55.0,,,...,,,60.0,80,65,,,60,75,...,,,,60.0,,,,,,80.0,70,,78,75,,60.0,85,,60,,,,80.0,78,,,,64,,60.0,,,,,72,,,,60,,80,,,,,...,,,,,,,,,,,,,,,,,,,,,,60.0,50.0,,,,,,,,,,70.0,,,,,,,,70,,,,,,,,,,,,,,,,,,,,70.0,,,,,50.0,70.0,,,,65,,,40.0,60,,,,,,,70.0,,,,,50,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atari-mania,,,,,,,,,,,,,,,,40.0,,,,,,75.0,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,70.0,,,,,,,,,,50.0,,,,,,65.0,,60.0,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,
this-is-the-police,,,,,,,,,,60,,,,,,,60.0,,60.0,,,,,,,60.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,80.0,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wolfenstein-youngblood,,,,,,70.0,,,,60,,,,,,,,,70.0,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,70,,,,,,,,,,,,,,,,80,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,42.0,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
warborn,,,,,,,,,,,,,,,,,74.0,,,,,,,,,80.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,60.0,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-n-forests,,,,,,,,,,,,,,,,60.0,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,60.0,,,75,,,,,,,,,,,,,,,,,50.0,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nights-of-azure-2-bride-of-the-new-moon,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,65,,,,,,,,,,,70,,,,,55,,,,,,,,,,,,,70.0,,,,50.0,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
galaxy-champions-tv,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,60.0,,,,,,,,,,,,,,,,,,,,80.0,,,65,,,,,,,,,,,60.0,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kirby-fighters-2,,,,,,65.0,,,,60,,,,,,,70.0,,,,,,,,,80.0,,,,,,60.0,,,,,,,,,,50,,,,75,75,,,,70.0,,,,...,,,80,60,,,60,,,,,,50.0,60,,,70.0,60,70.0,70,,,55,,,,50.0,65,,,,,75,,68.0,,,,60.0,80.0,,,,55,50,,,70,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,70,,,,70.0,,,,,,,,,,,70,,,,,70.0,,,60.0,,,,,,,,,,85,,,60.0,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heroland,,,,,,70.0,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,65,,,,,,,,,,,60,,50.0,,,,,,,,,80,,,,,,,,,,,30.0,68,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pac-man-world-re-pac,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,50.0,,,75,,,,50.0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,,,,,65.0,80.0,,,60,,60.0,,60.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,
star-wars-the-force-unleashed,,,,,,,,,,70,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,50.0,75.0,,,,,,,50,,,,,,,,,,,70,,,,,,,,,,,,,,75,,,,70.0,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,,,65.0,,,,,,,,,,50.0,,,80.0,,,,,70.0,,,,,,,,,,,,,50,,,,,,,,60.0,,,60.0,,,,,,,,,,,,,60.0,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aerial_knights-never-yield,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,50.0,,,,65,70.0,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,80.0,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
getsufumaden-undying-moon,,,,,,65.0,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,67.0,,,,,73,,,,,,,,,,,,50,...,,,,,,50,,,,,,,,,,,,,70,,,,70.0,60,,,,,65,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,81.0,,,,,,,,,,,,,,,,,,,,,60.0,65,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lego-the-incredibles,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,45.0,,,,,,,,,,65.0,,,,,,,70,,70.0,,,,,,,,,65,,,,,,,,,,,60.0,,,70,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-red-lantern,,,,,,85.0,,,,,,,,,,,,55.0,,,,,,,,30.0,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,80,,,,60,,,,,50,,,,,,70,,,,,,,,,55,,,,,75,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,60.0,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88-heroes-98-heroes-edition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,,,,,,70.0,,,,,,,60,,60.0,,,,,,,,,,,,,,,,75.0,,,,,,,55,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,70.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super-blood-hockey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,75.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biomotor-unitron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,78,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,70.0,75.0,80.0,,60.0,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vostok-inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,60.0,,,60,,,,,,,,,,,,,,,68,,80.0,,,60,,,,,,,,,,,,,,,,70,,,,,,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tales-of-symphonia-remastered,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,,,70.0,,,,,,,,,,,,,,,,50.0,60,,,,50,60,,,,,,,,,,,,,,,70,,,60,,,,,,70.0,65,,,,,,,80.0,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,,,,,,78.0,,70.0,60.0,,,,,,,,80,,,,,,,,,,,,70,,65.0,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space-invaders-forever,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,80,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,80.0,70.0,,70.0,,,,,60.0,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,
tohu,,,,,,,90.0,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,60,,60.0,,,75,,,,,60,77.0,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,60.0,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kao-the-kangaroo,75.0,,,,,,,,,50,,,,,,75.0,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,70.0,,,,,,,70,,,,,,,,,,,,,,,65,,,,,,,60.0,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,70.0,,50.0,,,,75,,,,,,,,,,,,,,,,,,,,,,,,60.0,70.0,,,,,,,40.0,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,
ace-angler-fishing-spirits,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,65.0,,60.0,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,
little-orpheus,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
within-the-blade,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,70.0,,50.0,,,,,,,,,,,70,,,,,,,,,,,,,70.0,,70,,,,,50.0,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyanide-happiness---freakpocalypse,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,60.0,70,,,60,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
golden-force,,,,,,,,,,,,70.0,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,65,,,20.0,65.0,,,,,,,60,,,,,80,,,,,,,,,,,,,,,,,,,,55,,70.0,,,70,,,,,,,,,,,,,,,90,,60,,,,,,,,,,,,,,,,30.0,,,,,,,,60.0,,,55.0,,,,,,,,,,,,,90.0,,,,,,75,80.0,,,,,,,,,,,70,,,,,,,,,,,,,80.0,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
